t_data,x_data,delta_data,,t_data,x_data,delta_data,,x_data,z_data,,x_data,z_data,,x_plus_data_1,x_plus_data_2,x_minus_data_1,x_minus_data_2,,x_plus_data_1,x_plus_data_2,x_minus_data_1,x_minus_data_2
,,,,9.308013916,-1.116186619,-0.547076854,,,,,,,,,,,,,,,,
,,,,9.348420858,-1.090649843,-0.512709541,,,,,,,,,,,,,,,,
,,,,9.388809919,-1.061863422,-0.509132035,,,,,,,,,,,,,,,,
,,,,9.429318905,-1.029928446,-0.472238037,,,,,,,,,,,,,,,,
,,,,9.469747067,-0.995311618,-0.437543295,,,,,,,,,,,,,,,,
,,,,9.51018405,-0.957708418,-0.39579296,,,,,,,,,,,,,,,,
,,,,9.550668001,-0.917447805,-0.348863784,,,,,,,,,,,,,,,,
,,,,9.591116905,-0.883239567,-3.47E-01,,,,,,,,,,,,,,,,
,,,,9.631547928,-0.838290691,-3.04E-01,,,,,,,,,,,,,,,,
,,,,9.672157049,-0.791487575,-0.311002467,,,,,,,,,,,,,,,,
,,,,9.712573051,-0.742606223,-0.265280242,,,,,,,,,,,,,,,,
,,,,9.753001928,-0.69069922,-0.210624654,,,,,,,,,,,,,,,,
,,,,9.793508053,-0.637711823,-0.167344087,,,,,,,,,,,,,,,,
,,,,9.83396697,-0.583184361,-0.118087253,,,,,,,,,,,,,,,,
,,,,9.874434948,-0.538385093,-0.126734344,,,,,,,,,,,,,,,,
,,,,9.91486907,-0.481158733,-0.080253764,,,,,,,,,,,,,,,,
,,,,9.955368042,-0.422910005,-0.096299527,,,,,,,,,,,,,,,,
,,,,9.995795965,-0.363545835,-0.048559099,,,,,,,,,,,,,,,,
,,,,10.03626204,-0.303536624,0.001316625,,,,,,,,,,,,,,,,
,,,,10.07680202,-0.242699251,0.046722539,,,,,,,,,,,,,,,,
,,,,10.11732388,-0.181421846,0.099335521,,,,,,,,,,,,,,,,
,,,,10.15773988,-0.131541401,0.087252386,,,,,,,,,,,,,,,,
,,,,10.19814086,-0.070050761,0.132472489,,,,,,,,,,,,,,,,
,,,,10.23856592,-0.008404911,0.110416702,,,,,,,,,,,,,,,,
,,,,10.27904797,0.053457513,0.158751643,,,,,,,,,,,,,,,,
,,,,10.31948805,0.1153102,0.212402605,,,,,,,,,,,,,,,,
,,,,10.36006808,0.177223921,0.258681492,,,,,,,,,,,,,,,,
,,,,10.40050888,0.238132909,0.311820677,,,,,,,,,,,,,,,,
,,,,10.44088387,0.286597222,0.298587355,,,,,,,,,,,,,,,,
,,,,10.48129296,3.47E-01,0.347061063,,,,,,,,,,,,,,,,
,,,,10.52176309,0.405715078,0.327951829,,,,,,,,,,,,,,,,
,,,,10.56220508,0.464038402,0.37602067,,,,,,,,,,,,,,,,
,,,,10.60267186,0.520867765,0.433922309,,,,,,,,,,,,,,,,
,,,,10.64326406,0.576328099,0.46818927,,,,,,,,,,,,,,,,
,,,,10.68368292,0.630139709,0.509193638,,,,,,,,,,,,,,,,
,,,,10.72409201,0.671960831,0.493055452,,,,,,,,,,,,,,,,
,,,,10.76448607,0.722708702,0.480675855,,,,,,,,,,,,,,,,
,,,,10.80495095,0.771282732,0.518202186,,,,,,,,,,,,,,,,
,,,,10.84546208,0.818125546,0.550537249,,,,,,,,,,,,,,,,
,,,,10.88594007,0.862706125,5.84E-01,,,,,,,,,,,,,,,,
,,,,10.92665195,0.904892564,0.606839893,,,,,,,,,,,,,,,,
,,,,10.96707487,0.944591463,0.634908264,,,,,,,,,,,,,,,,
,,,,11.00755596,0.974572003,0.620669423,,,,,,,,,,,,,,,,
,,,,11.04788589,1.009470701,0.610072479,,,,,,,,,,,,,,,,
,,,,11.08831286,1.041593313,0.632225279,,,,,,,,,,,,,,,,
,,,,11.12875891,1.07096076,0.647685799,,,,,,,,,,,,,,,,
,,,,11.16919494,1.096831083,0.659485855,,,,,,,,,,,,,,,,
,,,,11.20963001,1.119892955,0.666453249,,,,,,,,,,,,,,,,
,,,,11.25006104,1.14E+00,0.671548315,,,,,,,,,,,,,,,,
,,,,11.29051495,1.153177023,0.655424509,,,,,,,,,,,,,,,,
,,,,11.33092499,1.166917562,0.643699189,,,,,,,,,,,,,,,,
,,,,11.37131691,1.177599192,0.645021074,,,,,,,,,,,,,,,,
,,,,11.41174006,1.184870839,0.641489628,,,,,,,,,,,,,,,,
,,,,11.45211005,1.189014673,0.636631922,,,,,,,,,,,,,,,,
,,,,11.4924829,1.18985343,0.627682807,,,,,,,,,,,,,,,,
,,,,11.53288794,1.188367605,0.620597101,,,,,,,,,,,,,,,,
,,,,11.57338405,1.183714747,0.611613245,,,,,,,,,,,,,,,,
,,,,11.61373091,1.176059961,0.609942113,,,,,,,,,,,,,,,,
,,,,11.65424299,1.165410161,0.600069826,,,,,,,,,,,,,,,,
,,,,11.69502401,1.152012587,0.590664819,,,,,,,,,,,,,,,,
,,,,11.73556089,1.135628223,0.575202921,,,,,,,,,,,,,,,,
,,,,11.77611804,1.116219997,0.556447456,,,,,,,,,,,,,,,,
,,,,11.81661987,1.093833327,0.530567169,,,,,,,,,,,,,,,,
,,,,11.85709,1.073630929,0.52843093,,,,,,,,,,,,,,,,
,,,,11.89749408,1.045594335,0.526760011,,,,,,,,,,,,,,,,
,,,,11.93786907,1.014428973,0.4913412,,,,,,,,,,,,,,,,
,,,,11.97822595,0.980234444,0.454952924,,,,,,,,,,,,,,,,
,,,,12.01865792,0.943189204,0.412832493,,,,,,,,,,,,,,,,
,,,,12.0590179,0.903684258,0.368328154,,,,,,,,,,,,,,,,
,,,,12.09961391,0.861613035,0.326667463,,,,,,,,,,,,,,,,
,,,,12.14003587,0.826164067,0.329513506,,,,,,,,,,,,,,,,
,,,,12.18063593,0.779753625,0.33418275,,,,,,,,,,,,,,,,
,,,,12.22114086,0.731350541,0.289075925,,,,,,,,,,,,,,,,
,,,,12.26147199,0.681074679,0.238598699,,,,,,,,,,,,,,,,
,,,,12.30190587,0.628915131,0.193377613,,,,,,,,,,,,,,,,
,,,,12.34248304,0.575220525,0.144122286,,,,,,,,,,,,,,,,
,,,,12.3829639,0.531439245,0.156135654,,,,,,,,,,,,,,,,
,,,,12.4233079,0.475205213,0.105345571,,,,,,,,,,,,,,,,
,,,,12.46377802,0.417134672,0.115504797,,,,,,,,,,,,,,,,
,,,,12.50415993,0.358359903,0.063716192,,,,,,,,,,,,,,,,
,,,,12.5444839,0.298655629,0.009399109,,,,,,,,,,,,,,,,
,,,,12.5847609,0.237696767,-0.044450748,,,,,,,,,,,,,,,,
,,,,12.62514496,0.175934941,-0.102737249,,,,,,,,,,,,,,,,
,,,,12.66542792,0.12598297,-0.095450332,,,,,,,,,,,,,,,,
,,,,12.70571589,0.063718788,-0.084613717,,,,,,,,,,,,,,,,
,,,,12.74606395,0.001291171,-0.139718694,,,,,,,,,,,,,,,,
,,,,12.786412,-0.061098184,-0.183908298,,,,,,,,,,,,,,,,
,,,,12.82675409,-0.123398036,-0.235180212,,,,,,,,,,,,,,,,
,,,,12.86709404,-0.184708059,-0.287614025,,,,,,,,,,,,,,,,
,,,,12.90743089,-0.233438537,-0.271602943,,,,,,,,,,,,,,,,
,,,,12.94776106,-0.293522179,-0.317164383,,,,,,,,,,,,,,,,
,,,,12.98808503,-0.352747113,-0.297500033,,,,,,,,,,,,,,,,
,,,,13.02844286,-0.411076427,-0.34114588,,,,,,,,,,,,,,,,
,,,,13.06883192,-0.468029827,-0.386045951,,,,,,,,,,,,,,,,
,,,,13.10923696,-0.523553014,-0.433005927,,,,,,,,,,,,,,,,
,,,,13.14971709,-0.577876031,-0.470800928,,,,,,,,,,,,,,,,
,,,,13.19008493,-0.620120943,-0.45218493,,,,,,,,,,,,,,,,
,,,,13.23048306,-0.671354353,-0.438973857,,,,,,,,,,,,,,,,
,,,,13.27099705,-0.720651865,-0.475926411,,,,,,,,,,,,,,,,
,,,,13.31131005,-0.7680251,-0.508043853,,,,,,,,,,,,,,,,
,,,,13.35157108,-0.813368142,-0.54267111,,,,,,,,,,,,,,,,
,,,,13.39203286,-0.856511235,-0.576458858,,,,,,,,,,,,,,,,
,,,,13.43244791,-0.889328897,-0.562946341,,,,,,,,,,,,,,,,
,,,,13.47281408,-0.928200662,-0.591367079,,,,,,,,,,,,,,,,
,,,,13.51317692,-0.964588344,-0.578842665,,,,,,,,,,,,,,,,
,,,,13.55356407,-0.998515129,-0.603961934,,,,,,,,,,,,,,,,
,,,,13.59401107,-1.029955506,-0.628608966,,,,,,,,,,,,,,,,
,,,,13.63444686,-1.058572173,-0.651282704,,,,,,,,,,,,,,,,
,,,,13.67520905,-1.084298372,-0.664004104,,,,,,,,,,,,,,,,
,,,,13.7156589,-1.102650762,-0.652240566,,,,,,,,,,,,,,,,
,,,,13.75608897,-1.123320341,-0.662518677,,,,,,,,,,,,,,,,
,,,,13.79683709,-1.140877604,-0.65498239,,,,,,,,,,,,,,,,
,,,,13.83723998,-1.155220151,-0.663044211,,,,,,,,,,,,,,,,
,,,,13.877599,-1.166722178,-0.669510702,,,,,,,,,,,,,,,,
,,,,13.91792798,-1.174997926,-0.670592324,,,,,,,,,,,,,,,,
,,,,13.95829391,-1.180058002,-0.666837731,,,,,,,,,,,,,,,,
,,,,13.9986999,-1.181955814,-0.659884132,,,,,,,,,,,,,,,,
,,,,14.03915191,-1.181438923,-0.656574286,,,,,,,,,,,,,,,,
,,,,14.07954407,-1.177814722,-0.649675344,,,,,,,,,,,,,,,,
,,,,14.11999202,-1.170853615,-0.638865561,,,,,,,,,,,,,,,,
,,,,14.16042709,-1.160934806,-0.625103016,,,,,,,,,,,,,,,,
,,,,14.20077395,-1.147749424,-0.605135953,,,,,,,,,,,,,,,,
,,,,14.24114299,-1.135054708,-0.60067607,,,,,,,,,,,,,,,,
,,,,14.28160787,-1.116208315,-0.577609004,,,,,,,,,,,,,,,,
,,,,14.32199788,-1.094458938,-0.577552583,,,,,,,,,,,,,,,,
,,,,14.36256099,-1.069447517,-0.550956482,,,,,,,,,,,,,,,,
,,,,14.40310788,-1.041309714,-0.521216733,,,,,,,,,,,,,,,,
,,,,14.44351888,-1.009983301,-0.483043318,,,,,,,,,,,,,,,,
,,,,14.48390293,-0.975665748,-0.438581475,,,,,,,,,,,,,,,,
,,,,14.52438092,-0.938248515,-0.393188438,,,,,,,,,,,,,,,,
,,,,14.56480908,-0.906137526,-0.388439607,,,,,,,,,,,,,,,,
,,,,14.60520697,-0.863339067,-0.383125835,,,,,,,,,,,,,,,,
,,,,14.64558601,-0.817789137,-0.33024221,,,,,,,,,,,,,,,,
,,,,14.68593192,-0.769621968,-0.272749671,,,,,,,,,,,,,,,,
,,,,14.72627902,-0.718993664,-0.219278083,,,,,,,,,,,,,,,,
,,,,14.76673293,-0.666039169,-0.159254201,,,,,,,,,,,,,,,,
,,,,14.80726099,-0.622285962,-0.160710848,,,,,,,,,,,,,,,,
,,,,14.84773088,-0.565777421,-0.161795421,,,,,,,,,,,,,,,,
,,,,14.88819504,-0.507730663,-0.104289495,,,,,,,,,,,,,,,,
,,,,14.92865491,-0.448042601,-0.052637975,,,,,,,,,,,,,,,,
,,,,14.96908903,-0.38711822,0.004550801,,,,,,,,,,,,,,,,
,,,,15.00947094,-0.325399309,0.064685076,,,,,,,,,,,,,,,,
